id,status,symbol,time,type,trend,price,balance_rate
12300001,pendding,601939.XSHG,2019-03-29 09:30:00,buy,long,6.95,0.10
12300001,pendding,601288.XSHG,2019-03-29 09:30:00,buy,long,3.73,0.10
