id,status,symbol,time,type,trend,price,balance_rate
12300001,pendding,601939.XSHG,2019-03-07 09:30:00,sell,long,7.20,0.00
12300001,pendding,601318.XSHG,2019-03-07 09:30:00,sell,long,70.29,0.00
12300001,pendding,601328.XSHG,2019-03-07 09:30:00,sell,long,6.57,0.00
12300001,pendding,601166.XSHG,2019-03-07 09:30:00,sell,long,18.74,0.00
12300001,pendding,600000.XSHG,2019-03-07 09:30:00,buy,long,11.88,0.10
12300001,pendding,600276.XSHG,2019-03-07 09:30:00,sell,long,70.38,0.00
12300001,pendding,600030.XSHG,2019-03-07 09:30:00,buy,long,26.76,0.10
12300001,pendding,601668.XSHG,2019-03-07 09:30:00,buy,long,6.32,0.10
12300001,pendding,300498.XSHE,2019-03-07 09:30:00,buy,long,37.99,0.10
12300001,pendding,600050.XSHG,2019-03-07 09:30:00,buy,long,6.86,0.10
12300001,pendding,601066.XSHG,2019-03-07 09:30:00,buy,long,31.16,0.10
12300001,pendding,601800.XSHG,2019-03-07 09:30:00,buy,long,12.85,0.10
