id,status,symbol,time,type,trend,price,balance_rate
12300001,pendding,600519.XSHG,2019-03-11 09:30:00,buy,long,758.54,0.10
12300001,pendding,000858.XSHE,2019-03-11 09:30:00,buy,long,76.00,0.10
12300001,pendding,600900.XSHG,2019-03-11 09:30:00,sell,long,16.47,0.00
12300001,pendding,601138.XSHG,2019-03-11 09:30:00,buy,long,16.32,0.10
12300001,pendding,002415.XSHE,2019-03-11 09:30:00,buy,long,35.50,0.10
12300001,pendding,600050.XSHG,2019-03-11 09:30:00,buy,long,6.88,0.10
12300001,pendding,300760.XSHE,2019-03-11 09:30:00,buy,long,130.67,0.10
12300001,pendding,002304.XSHE,2019-03-11 09:30:00,buy,long,114.00,0.10
12300001,pendding,300750.XSHE,2019-03-11 09:30:00,buy,long,87.92,0.10
12300001,pendding,601888.XSHG,2019-03-11 09:30:00,buy,long,61.00,0.10
