id,status,symbol,time,type,trend,price,balance_rate
12300001,pendding,601939.XSHG,2019-04-29 09:30:00,buy,long,7.41,0.10
12300001,pendding,601318.XSHG,2019-04-29 09:30:00,buy,long,86.43,0.10
12300001,pendding,600519.XSHG,2019-04-29 09:30:00,buy,long,971.97,0.10
12300001,pendding,600036.XSHG,2019-04-29 09:30:00,buy,long,35.33,0.10
12300001,pendding,601166.XSHG,2019-04-29 09:30:00,buy,long,19.44,0.10
12300001,pendding,000333.XSHE,2019-04-29 09:30:00,buy,long,51.31,0.10
12300001,pendding,601066.XSHG,2019-04-29 09:30:00,sell,long,24.98,0.00
12300001,pendding,600887.XSHG,2019-04-29 09:30:00,buy,long,30.75,0.10
12300001,pendding,002304.XSHE,2019-04-29 09:30:00,buy,long,120.25,0.10
12300001,pendding,601888.XSHG,2019-04-29 09:30:00,buy,long,79.98,0.10
