id,status,symbol,time,type,trend,price,balance_rate
12300001,pendding,601398.XSHG,2019-01-21 09:30:00,buy,long,5.45,0.10
12300001,pendding,601939.XSHG,2019-01-21 09:30:00,buy,long,6.67,0.10
12300001,pendding,601318.XSHG,2019-01-21 09:30:00,buy,long,60.79,0.10
12300001,pendding,601857.XSHG,2019-01-21 09:30:00,buy,long,7.39,0.10
12300001,pendding,601288.XSHG,2019-01-21 09:30:00,buy,long,3.58,0.10
12300001,pendding,600519.XSHG,2019-01-21 09:30:00,buy,long,686.98,0.10
12300001,pendding,601988.XSHG,2019-01-21 09:30:00,buy,long,3.57,0.10
12300001,pendding,600036.XSHG,2019-01-21 09:30:00,buy,long,27.33,0.10
12300001,pendding,601628.XSHG,2019-01-21 09:30:00,buy,long,22.26,0.10
12300001,pendding,600028.XSHG,2019-01-21 09:30:00,buy,long,5.48,0.10
