id,status,symbol,time,type,trend,price,balance_rate
12300001,pendding,601939.XSHG,2019-03-25 09:30:00,sell,long,6.84,0.00
12300001,pendding,601318.XSHG,2019-03-25 09:30:00,sell,long,72.29,0.00
12300001,pendding,601857.XSHG,2019-03-25 09:30:00,sell,long,7.60,0.00
12300001,pendding,601288.XSHG,2019-03-25 09:30:00,sell,long,3.66,0.00
12300001,pendding,600036.XSHG,2019-03-25 09:30:00,sell,long,31.17,0.00
12300001,pendding,600028.XSHG,2019-03-25 09:30:00,sell,long,5.82,0.00
12300001,pendding,000858.XSHE,2019-03-25 09:30:00,sell,long,82.81,0.00
12300001,pendding,600900.XSHG,2019-03-25 09:30:00,buy,long,16.92,0.10
12300001,pendding,601601.XSHG,2019-03-25 09:30:00,buy,long,32.91,0.10
12300001,pendding,000002.XSHE,2019-03-25 09:30:00,sell,long,28.16,0.00
12300001,pendding,600585.XSHG,2019-03-25 09:30:00,sell,long,35.97,0.00
12300001,pendding,300750.XSHE,2019-03-25 09:30:00,buy,long,89.00,0.10
