id,status,symbol,time,type,trend,price,balance_rate,try_count
123653,done,000858.XSHE,2006-12-13 09:32:00,buy,long,17.11,0.10,1
123653,done,600585.XSHG,2006-12-13 09:33:00,sell,long,25.09,0.00,1
123653,done,600104.XSHG,2006-12-13 09:38:00,buy,long,7.08,0.10,1
123653,done,600028.XSHG,2006-12-13 09:42:00,buy,long,8.28,0.10,1
123653,done,000651.XSHE,2006-12-13 09:52:00,buy,long,11.46,0.10,1
123653,done,600028.XSHG,2006-12-13 09:56:00,sell,long,8.48,0.00,1
123653,done,600104.XSHG,2006-12-13 09:58:00,sell,long,7.22,0.00,1
123653,done,000858.XSHE,2006-12-13 10:09:00,sell,long,16.87,0.00,1
123653,done,000858.XSHE,2006-12-13 10:11:00,buy,long,16.93,0.10,1
123653,done,600104.XSHG,2006-12-13 11:17:00,buy,long,7.35,0.10,1
123653,done,600519.XSHG,2006-12-13 11:23:00,buy,long,71.30,0.10,1
123653,done,000858.XSHE,2006-12-13 11:24:00,sell,long,16.77,0.00,1
123653,done,600028.XSHG,2006-12-13 11:34:00,buy,long,8.19,0.10,1
123653,done,600104.XSHG,2006-12-13 11:49:00,sell,long,7.46,0.00,1
123653,done,600104.XSHG,2006-12-13 11:55:00,buy,long,7.59,0.10,1
123653,done,000858.XSHE,2006-12-13 12:43:00,buy,long,16.96,0.10,1
123653,done,600104.XSHG,2006-12-13 12:49:00,sell,long,7.72,0.00,1
123653,done,600019.XSHG,2006-12-13 12:59:00,sell,long,7.53,0.00,1
123653,done,600104.XSHG,2006-12-13 13:27:00,buy,long,7.86,0.10,1
