id,status,symbol,time,type,trend,price,balance_rate,try_count
123653,done,600019.XSHG,2006-11-28 09:57:00,sell,long,6.14,0.00,1
123653,done,600016.XSHG,2006-11-28 10:15:00,sell,long,6.80,0.00,1
123653,done,000858.XSHE,2006-11-28 10:32:00,sell,long,14.95,0.00,1
123653,done,000858.XSHE,2006-11-28 11:28:00,buy,long,15.28,0.10,1
123653,done,600104.XSHG,2006-11-28 11:57:00,buy,long,6.20,0.10,1
123653,done,000858.XSHE,2006-11-28 12:26:00,sell,long,15.02,0.00,1
123653,done,000858.XSHE,2006-11-28 12:33:00,buy,long,15.20,0.10,1
123653,done,600519.XSHG,2006-11-28 12:41:00,sell,long,63.26,0.00,1
123653,done,600104.XSHG,2006-11-28 12:48:00,sell,long,6.12,0.00,1
123653,done,600030.XSHG,2006-11-28 13:27:00,sell,long,17.22,0.00,1
