id,status,symbol,time,type,trend,price,balance_rate,try_count
123653,done,600519.XSHG,2007-01-12 09:32:00,buy,long,91.01,0.10,1
123653,done,600519.XSHG,2007-01-12 09:38:00,sell,long,92.14,0.00,1
123653,done,000858.XSHE,2007-01-12 09:51:00,buy,long,25.96,0.10,1
123653,done,000001.XSHE,2007-01-12 09:56:00,sell,long,15.47,0.00,1
123653,done,000001.XSHE,2007-01-12 09:58:00,buy,long,15.50,0.10,1
123653,done,600030.XSHG,2007-01-12 10:00:00,sell,long,34.20,0.00,1
123653,done,600519.XSHG,2007-01-12 10:01:00,buy,long,93.39,0.10,1
123653,done,600030.XSHG,2007-01-12 10:01:00,buy,long,34.58,0.10,1
123653,done,600585.XSHG,2007-01-12 10:18:00,buy,long,27.55,0.10,1
123653,done,600519.XSHG,2007-01-12 10:22:00,sell,long,94.40,0.00,1
123653,done,600519.XSHG,2007-01-12 10:25:00,buy,long,95.60,0.10,1
123653,done,000858.XSHE,2007-01-12 10:28:00,sell,long,26.99,0.00,1
123653,done,000858.XSHE,2007-01-12 10:29:00,buy,long,26.90,0.10,1
123653,done,600887.XSHG,2007-01-12 10:36:00,sell,long,27.30,0.00,1
123653,done,600019.XSHG,2007-01-12 11:13:00,sell,long,9.00,0.00,1
123653,done,000858.XSHE,2007-01-12 11:17:00,sell,long,25.90,0.00,1
123653,done,000858.XSHE,2007-01-12 11:39:00,buy,long,26.66,0.10,1
123653,done,000858.XSHE,2007-01-12 12:13:00,sell,long,26.40,0.00,1
123653,done,000858.XSHE,2007-01-12 12:19:00,buy,long,26.70,0.10,1
123653,done,600000.XSHG,2007-01-12 12:56:00,sell,long,22.50,0.00,1
123653,done,000002.XSHE,2007-01-12 12:56:00,buy,long,16.01,0.10,1
123653,done,600050.XSHG,2007-01-12 12:57:00,sell,long,4.53,0.00,1
123653,done,600000.XSHG,2007-01-12 12:58:00,buy,long,22.41,0.10,1
123653,done,000858.XSHE,2007-01-12 12:59:00,sell,long,26.60,0.00,1
123653,done,600030.XSHG,2007-01-12 13:17:00,sell,long,33.39,0.00,1
123653,done,600030.XSHG,2007-01-12 13:18:00,buy,long,33.41,0.10,1
123653,done,000858.XSHE,2007-01-12 13:25:00,buy,long,27.32,0.10,1
123653,done,600519.XSHG,2007-01-12 13:25:00,sell,long,96.96,0.00,1
