id,status,symbol,time,type,trend,price,balance_rate,try_count
123653,done,601166.XSHG,2009-09-08 09:31:00,buy,long,32.62,0.10,1
123653,done,600019.XSHG,2009-09-08 09:31:00,sell,long,6.91,0.00,1
123653,done,600000.XSHG,2009-09-08 09:39:00,sell,long,19.48,0.00,1
123653,done,600030.XSHG,2009-09-08 09:39:00,sell,long,26.10,0.00,1
123653,done,601939.XSHG,2009-09-08 09:44:00,sell,long,5.61,0.00,1
123653,done,601328.XSHG,2009-09-08 09:48:00,buy,long,8.68,0.10,1
123653,done,000858.XSHE,2009-09-08 10:18:00,buy,long,24.47,0.10,1
123653,done,601166.XSHG,2009-09-08 10:19:00,sell,long,33.63,0.00,1
123653,done,601939.XSHG,2009-09-08 10:22:00,buy,long,5.69,0.10,1
123653,done,600519.XSHG,2009-09-08 10:32:00,sell,long,166.10,0.00,1
123653,done,600519.XSHG,2009-09-08 10:35:00,buy,long,167.42,0.10,1
123653,done,601328.XSHG,2009-09-08 10:35:00,sell,long,8.86,0.00,1
123653,done,600019.XSHG,2009-09-08 11:45:00,buy,long,7.11,0.10,1
123653,done,601088.XSHG,2009-09-08 12:02:00,sell,long,32.40,0.00,1
123653,done,000858.XSHE,2009-09-08 12:15:00,sell,long,24.18,0.00,1
123653,done,601088.XSHG,2009-09-08 12:17:00,buy,long,31.83,0.10,1
123653,done,601328.XSHG,2009-09-08 12:47:00,buy,long,9.06,0.10,1
123653,done,601398.XSHG,2009-09-08 13:24:00,buy,long,4.90,0.10,1
123653,done,601939.XSHG,2009-09-08 13:25:00,sell,long,5.81,0.00,1
