id,status,symbol,time,type,trend,price,balance_rate,try_count
123653,done,600887.XSHG,2009-05-07 09:30:00,buy,long,16.75,0.10,1
123653,done,000001.XSHE,2009-05-07 09:31:00,sell,long,17.35,0.00,1
123653,done,601328.XSHG,2009-05-07 09:37:00,buy,long,7.10,0.10,1
123653,done,601398.XSHG,2009-05-07 09:49:00,sell,long,4.30,0.00,1
123653,done,600019.XSHG,2009-05-07 09:58:00,sell,long,6.27,0.00,1
123653,done,000001.XSHE,2009-05-07 10:00:00,buy,long,17.63,0.10,1
123653,done,601166.XSHG,2009-05-07 10:18:00,buy,long,26.91,0.10,1
123653,done,601328.XSHG,2009-05-07 10:28:00,sell,long,7.33,0.00,1
123653,done,600000.XSHG,2009-05-07 10:36:00,sell,long,25.10,0.00,1
123653,done,601939.XSHG,2009-05-07 10:36:00,sell,long,4.63,0.00,1
123653,done,000858.XSHE,2009-05-07 11:01:00,sell,long,17.08,0.00,1
123653,done,600519.XSHG,2009-05-07 11:04:00,sell,long,116.14,0.00,1
123653,done,600019.XSHG,2009-05-07 11:04:00,buy,long,6.11,0.10,1
123653,done,601088.XSHG,2009-05-07 11:23:00,sell,long,26.31,0.00,1
123653,done,601088.XSHG,2009-05-07 11:24:00,buy,long,26.30,0.10,1
