id,status,symbol,time,type,trend,price,balance_rate,try_count
123653,done,000858.XSHE,2007-07-06 09:52:00,buy,long,29.46,0.10,1
123653,done,000858.XSHE,2007-07-06 10:05:00,sell,long,29.01,0.00,1
123653,done,000858.XSHE,2007-07-06 10:06:00,buy,long,29.06,0.10,1
123653,done,000858.XSHE,2007-07-06 10:20:00,sell,long,28.87,0.00,1
123653,done,600019.XSHG,2007-07-06 11:02:00,sell,long,10.62,0.00,1
123653,done,600104.XSHG,2007-07-06 11:13:00,sell,long,17.15,0.00,1
123653,done,600104.XSHG,2007-07-06 12:11:00,buy,long,17.86,0.10,1
123653,done,000858.XSHE,2007-07-06 12:12:00,buy,long,28.99,0.10,1
123653,done,000001.XSHE,2007-07-06 12:36:00,buy,long,26.98,0.10,1
123653,done,601166.XSHG,2007-07-06 12:37:00,buy,long,34.21,0.10,1
123653,done,600030.XSHG,2007-07-06 12:41:00,buy,long,52.55,0.10,1
123653,done,600030.XSHG,2007-07-06 12:55:00,sell,long,51.40,0.00,1
123653,done,601628.XSHG,2007-07-06 13:13:00,sell,long,41.84,0.00,1
123653,done,600030.XSHG,2007-07-06 13:18:00,buy,long,52.76,0.10,1
