id,status,symbol,time,type,trend,price,balance_rate,try_count
123653,done,000858.XSHE,2005-07-11 09:30:00,sell,long,7.80,0.00,1
123653,done,600104.XSHG,2005-07-11 09:31:00,buy,long,4.63,0.10,1
123653,done,000858.XSHE,2005-07-11 09:31:00,buy,long,7.78,0.10,1
123653,done,600000.XSHG,2005-07-11 09:33:00,sell,long,7.44,0.00,1
123653,done,600519.XSHG,2005-07-11 09:33:00,buy,long,52.47,0.10,1
123653,done,600887.XSHG,2005-07-11 09:35:00,buy,long,13.80,0.10,1
123653,done,600104.XSHG,2005-07-11 09:51:00,sell,long,4.53,0.00,1
123653,done,600104.XSHG,2005-07-11 10:12:00,buy,long,4.47,0.10,1
123653,done,000858.XSHE,2005-07-11 10:31:00,sell,long,7.68,0.00,1
123653,done,000858.XSHE,2005-07-11 10:32:00,buy,long,7.69,0.10,1
123653,done,600104.XSHG,2005-07-11 13:24:00,sell,long,4.37,0.00,1
