id,status,symbol,time,type,trend,price,balance_rate,try_count
123653,done,000001.XSHE,2006-10-23 09:35:00,sell,long,9.20,0.00,1
123653,done,600519.XSHG,2006-10-23 10:04:00,sell,long,50.98,0.00,1
123653,done,600519.XSHG,2006-10-23 10:15:00,buy,long,50.15,0.10,1
123653,done,600519.XSHG,2006-10-23 10:46:00,sell,long,51.20,0.00,1
123653,done,600050.XSHG,2006-10-23 11:09:00,sell,long,2.60,0.00,1
123653,done,600050.XSHG,2006-10-23 11:14:00,buy,long,2.61,0.10,1
123653,done,600030.XSHG,2006-10-23 11:18:00,sell,long,14.90,0.00,1
123653,done,600016.XSHG,2006-10-23 12:15:00,sell,long,5.68,0.00,1
123653,done,000001.XSHE,2006-10-23 12:39:00,buy,long,8.95,0.10,1
123653,done,600519.XSHG,2006-10-23 12:49:00,buy,long,50.50,0.10,1
