id,status,symbol,time,type,trend,price,balance_rate,try_count
123653,done,600028.XSHG,2015-07-14 09:30:00,sell,long,5.74,0.00,1
123653,done,600276.XSHG,2015-07-14 09:30:00,buy,long,21.14,0.10,1
123653,done,600018.XSHG,2015-07-14 09:30:00,buy,long,8.02,0.10,1
123653,done,601998.XSHG,2015-07-14 09:30:00,buy,long,7.92,0.10,1
123653,done,601288.XSHG,2015-07-14 09:30:00,buy,long,3.11,0.10,1
