id,status,symbol,time,type,trend,price,balance_rate
12300001,pendding,600036.XSHG,2019-09-10 09:30:00,sell,long,35.00,0.00
12300001,pendding,601628.XSHG,2019-09-10 09:30:00,sell,long,29.14,0.00
