id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601398.XSHG,2017-08-31 09:30:00,sell,long,5.94,0.00,1
12300001,pendding,601857.XSHG,2017-08-31 09:30:00,buy,long,8.12,0.10
12300001,pendding,601288.XSHG,2017-08-31 09:30:00,sell,long,3.81,0.00
12300001,pendding,600028.XSHG,2017-08-31 09:30:00,buy,long,6.04,0.10
12300001,pendding,000858.XSHE,2017-08-31 09:30:00,buy,long,55.87,0.10
12300001,pendding,600900.XSHG,2017-08-31 09:30:00,sell,long,15.07,0.00
12300001,pendding,601166.XSHG,2017-08-31 09:30:00,buy,long,17.73,0.10
12300001,pendding,000333.XSHE,2017-08-31 09:30:00,sell,long,41.49,0.00
12300001,pendding,600000.XSHG,2017-08-31 09:30:00,buy,long,12.79,0.10
12300001,pendding,601601.XSHG,2017-08-31 09:30:00,buy,long,38.26,0.10
12300001,pendding,601998.XSHG,2017-08-31 09:30:00,buy,long,6.54,0.10
