id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601398.XSHG,2016-04-19 09:30:00,buy,long,4.29,0.10,1
12300001,pendding,601318.XSHG,2016-04-19 09:30:00,buy,long,31.86,0.10
12300001,pendding,601857.XSHG,2016-04-19 09:30:00,sell,long,7.62,0.00
12300001,pendding,601988.XSHG,2016-04-19 09:30:00,buy,long,3.38,0.10
12300001,pendding,600900.XSHG,2016-04-19 09:30:00,buy,long,12.41,0.10
12300001,pendding,600104.XSHG,2016-04-19 09:30:00,sell,long,20.22,0.00
12300001,pendding,601998.XSHG,2016-04-19 09:30:00,sell,long,6.01,0.00
12300001,pendding,600276.XSHG,2016-04-19 09:30:00,buy,long,47.96,0.10
12300001,pendding,600016.XSHG,2016-04-19 09:30:00,buy,long,9.20,0.10
12300001,pendding,600030.XSHG,2016-04-19 09:30:00,sell,long,17.40,0.00
12300001,pendding,002415.XSHE,2016-04-19 09:30:00,buy,long,30.80,0.10
