id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,600028.XSHG,2011-07-08 09:30:00,sell,long,8.11,0.00,1
12300001,pendding,601328.XSHG,2011-07-08 09:30:00,sell,long,5.55,0.00
12300001,pendding,601668.XSHG,2011-07-08 09:30:00,sell,long,3.97,0.00
