id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,000651.XSHE,2015-11-30 09:30:00,sell,long,18.44,0.00,1
12300001,pendding,603288.XSHG,2015-11-30 09:30:00,sell,long,34.02,0.00
