id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601857.XSHG,2011-03-09 09:30:00,buy,long,12.04,0.10,1
12300001,pendding,601288.XSHG,2011-03-09 09:30:00,buy,long,2.70,0.10
