id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,600887.XSHG,2018-06-08 09:30:00,sell,long,30.73,0.00,1
12300001,pendding,601888.XSHG,2018-06-08 09:30:00,sell,long,66.35,0.00
