id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601318.XSHG,2012-02-01 09:30:00,sell,long,37.88,0.00,1
12300001,pendding,600519.XSHG,2012-02-01 09:30:00,buy,long,186.28,0.10
12300001,pendding,600036.XSHG,2012-02-01 09:30:00,sell,long,12.56,0.00
12300001,pendding,600028.XSHG,2012-02-01 09:30:00,buy,long,7.78,0.10
12300001,pendding,601328.XSHG,2012-02-01 09:30:00,sell,long,4.81,0.00
12300001,pendding,000858.XSHE,2012-02-01 09:30:00,buy,long,31.91,0.10
12300001,pendding,601088.XSHG,2012-02-01 09:30:00,sell,long,26.71,0.00
12300001,pendding,601166.XSHG,2012-02-01 09:30:00,sell,long,13.71,0.00
12300001,pendding,601998.XSHG,2012-02-01 09:30:00,sell,long,4.33,0.00
12300001,pendding,600276.XSHG,2012-02-01 09:30:00,buy,long,25.93,0.10
12300001,pendding,002415.XSHE,2012-02-01 09:30:00,buy,long,36.95,0.10
12300001,pendding,601668.XSHG,2012-02-01 09:30:00,buy,long,3.05,0.10
12300001,pendding,000001.XSHE,2012-02-01 09:30:00,buy,long,16.55,0.10
12300001,pendding,601818.XSHG,2012-02-01 09:30:00,buy,long,2.98,0.10
