id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601288.XSHG,2011-11-08 09:30:00,sell,long,2.64,0.00,1
12300001,pendding,600036.XSHG,2011-11-08 09:30:00,sell,long,12.09,0.00
12300001,pendding,601628.XSHG,2011-11-08 09:30:00,sell,long,17.75,0.00
