id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601318.XSHG,2010-11-08 09:30:00,buy,long,62.06,0.10,1
12300001,pendding,601857.XSHG,2010-11-08 09:30:00,buy,long,12.07,0.10
12300001,pendding,601288.XSHG,2010-11-08 09:30:00,buy,long,2.89,0.10
