id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,600028.XSHG,2017-02-27 09:30:00,sell,long,5.77,0.00,1
12300001,pendding,600900.XSHG,2017-02-27 09:30:00,buy,long,13.07,0.10
12300001,pendding,601166.XSHG,2017-02-27 09:30:00,buy,long,16.85,0.10
