id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,000002.XSHE,2016-07-29 09:30:00,sell,long,17.17,0.00,1
12300001,pendding,601818.XSHG,2016-07-29 09:30:00,sell,long,3.83,0.00
