id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,000858.XSHE,2017-08-17 09:30:00,sell,long,56.33,0.00,1
12300001,pendding,000651.XSHE,2017-08-17 09:30:00,sell,long,38.00,0.00
