id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,000651.XSHE,2010-03-10 09:30:00,sell,long,26.33,0.00,1
12300001,pendding,600104.XSHG,2010-03-10 09:30:00,sell,long,21.54,0.00
