id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,000858.XSHE,2019-01-24 09:30:00,buy,long,55.14,0.10,1
12300001,pendding,600900.XSHG,2019-01-24 09:30:00,buy,long,15.96,0.10
