id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,600036.XSHG,2013-07-16 09:30:00,sell,long,11.64,0.00,1
12300001,pendding,600028.XSHG,2013-07-16 09:30:00,sell,long,4.53,0.00
12300001,pendding,601088.XSHG,2013-07-16 09:30:00,sell,long,16.21,0.00
