id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,600900.XSHG,2011-04-13 09:30:00,buy,long,8.33,0.10,1
12300001,pendding,601299.XSHG,2011-04-13 09:30:00,buy,long,7.61,0.10
12300001,pendding,600000.XSHG,2011-04-13 09:30:00,buy,long,14.71,0.10
