id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,600900.XSHG,2013-05-23 09:30:00,sell,long,7.62,0.00,1
12300001,pendding,002415.XSHE,2013-05-23 09:30:00,sell,long,39.69,0.00
12300001,pendding,600019.XSHG,2013-05-23 09:30:00,sell,long,4.91,0.00
