id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601668.XSHG,2017-04-20 09:30:00,buy,long,10.12,0.10,1
12300001,pendding,600887.XSHG,2017-04-20 09:30:00,buy,long,18.79,0.10
