id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601939.XSHG,2014-12-10 09:30:00,sell,long,5.58,0.00,1
12300001,pendding,600519.XSHG,2014-12-10 09:30:00,buy,long,176.39,0.10,1
12300001,pendding,000858.XSHE,2014-12-10 09:30:00,buy,long,20.16,0.10,1
12300001,pendding,600900.XSHG,2014-12-10 09:30:00,buy,long,9.58,0.10,1
12300001,pendding,000651.XSHE,2014-12-10 09:30:00,buy,long,35.95,0.10,1
12300001,pendding,600104.XSHG,2014-12-10 09:30:00,buy,long,22.20,0.10,1
12300001,pendding,002415.XSHE,2014-12-10 09:30:00,buy,long,22.54,0.10,1
12300001,pendding,601668.XSHG,2014-12-10 09:30:00,buy,long,5.21,0.10,1
12300001,pendding,600585.XSHG,2014-12-10 09:30:00,buy,long,19.97,0.10,1
12300001,pendding,601688.XSHG,2014-12-10 09:30:00,sell,long,23.67,0.00,1
12300001,pendding,601888.XSHG,2014-12-10 09:30:00,buy,long,42.29,0.10,1
