id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601398.XSHG,2012-01-31 09:30:00,sell,long,4.29,0.00,1
12300001,pendding,601939.XSHG,2012-01-31 09:30:00,sell,long,4.75,0.00
