id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601939.XSHG,2013-12-11 09:30:00,sell,long,4.41,0.00,1
12300001,pendding,601857.XSHG,2013-12-11 09:30:00,sell,long,8.05,0.00
12300001,pendding,601988.XSHG,2013-12-11 09:30:00,sell,long,2.80,0.00
12300001,pendding,601628.XSHG,2013-12-11 09:30:00,sell,long,15.98,0.00
12300001,pendding,600028.XSHG,2013-12-11 09:30:00,sell,long,4.79,0.00
12300001,pendding,601328.XSHG,2013-12-11 09:30:00,sell,long,4.17,0.00
12300001,pendding,000858.XSHE,2013-12-11 09:30:00,buy,long,16.65,0.10
12300001,pendding,000333.XSHE,2013-12-11 09:30:00,buy,long,49.03,0.10
12300001,pendding,600104.XSHG,2013-12-11 09:30:00,buy,long,15.72,0.10
12300001,pendding,600276.XSHG,2013-12-11 09:30:00,buy,long,34.45,0.10
12300001,pendding,002415.XSHE,2013-12-11 09:30:00,buy,long,23.23,0.10
12300001,pendding,601818.XSHG,2013-12-11 09:30:00,buy,long,2.87,0.10
12300001,pendding,601800.XSHG,2013-12-11 09:30:00,buy,long,4.33,0.10
12300001,pendding,002304.XSHE,2013-12-11 09:30:00,buy,long,42.71,0.10
12300001,pendding,600018.XSHG,2013-12-11 09:30:00,buy,long,5.39,0.10
