id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601299.XSHG,2010-12-24 09:30:00,sell,long,7.19,0.00,1
12300001,pendding,000651.XSHE,2010-12-24 09:30:00,sell,long,18.12,0.00
12300001,pendding,601766.XSHG,2010-12-24 09:30:00,sell,long,7.83,0.00
