id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,600519.XSHG,2013-12-02 09:30:00,sell,long,139.11,0.00,1
12300001,pendding,601390.XSHG,2013-12-02 09:30:00,sell,long,2.95,0.00
