id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,600036.XSHG,2010-08-23 09:30:00,buy,long,14.14,0.10,1
12300001,pendding,601628.XSHG,2010-08-23 09:30:00,buy,long,24.01,0.10,1
12300001,pendding,601166.XSHG,2010-08-23 09:30:00,buy,long,26.94,0.10,1
12300001,pendding,600000.XSHG,2010-08-23 09:30:00,buy,long,14.27,0.10,1
12300001,pendding,000651.XSHE,2010-08-23 09:30:00,sell,long,15.31,0.00,1
12300001,pendding,601601.XSHG,2010-08-23 09:30:00,buy,long,24.91,0.10,1
12300001,pendding,600104.XSHG,2010-08-23 09:30:00,buy,long,16.07,0.10,1
12300001,pendding,600016.XSHG,2010-08-23 09:30:00,buy,long,5.55,0.10,1
12300001,pendding,600030.XSHG,2010-08-23 09:30:00,sell,long,12.25,0.00,1
12300001,pendding,600585.XSHG,2010-08-23 09:30:00,buy,long,20.29,0.10,1
12300001,pendding,600018.XSHG,2010-08-23 09:30:00,sell,long,4.15,0.00,1
