id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601628.XSHG,2016-09-23 09:30:00,buy,long,21.87,0.10,1
12300001,pendding,601088.XSHG,2016-09-23 09:30:00,buy,long,15.23,0.10
