id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601318.XSHG,2013-02-18 09:30:00,sell,long,50.72,0.00,1
12300001,pendding,600028.XSHG,2013-02-18 09:30:00,buy,long,7.10,0.10
12300001,pendding,000858.XSHE,2013-02-18 09:30:00,sell,long,25.55,0.00
12300001,pendding,601088.XSHG,2013-02-18 09:30:00,sell,long,24.53,0.00
12300001,pendding,601299.XSHG,2013-02-18 09:30:00,sell,long,4.93,0.00
12300001,pendding,000651.XSHE,2013-02-18 09:30:00,buy,long,29.48,0.10
12300001,pendding,600104.XSHG,2013-02-18 09:30:00,buy,long,18.58,0.10
12300001,pendding,600276.XSHG,2013-02-18 09:30:00,buy,long,32.54,0.10
12300001,pendding,600030.XSHG,2013-02-18 09:30:00,buy,long,15.24,0.10
12300001,pendding,601818.XSHG,2013-02-18 09:30:00,sell,long,3.55,0.00
12300001,pendding,600887.XSHG,2013-02-18 09:30:00,buy,long,28.43,0.10
12300001,pendding,601800.XSHG,2013-02-18 09:30:00,buy,long,5.43,0.10
12300001,pendding,600018.XSHG,2013-02-18 09:30:00,buy,long,2.96,0.10
