id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601318.XSHG,2013-09-25 09:30:00,sell,long,36.81,0.00,1
12300001,pendding,600900.XSHG,2013-09-25 09:30:00,sell,long,6.80,0.00
12300001,pendding,600050.XSHG,2013-09-25 09:30:00,sell,long,3.35,0.00
