id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601998.XSHG,2017-07-06 09:30:00,sell,long,6.23,0.00,1
12300001,pendding,600016.XSHG,2017-07-06 09:30:00,sell,long,8.05,0.00
12300001,pendding,601888.XSHG,2017-07-06 09:30:00,sell,long,29.27,0.00
