id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,000651.XSHE,2013-12-17 09:30:00,sell,long,32.83,0.00,1
12300001,pendding,600018.XSHG,2013-12-17 09:30:00,sell,long,5.31,0.00
