id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,600028.XSHG,2010-09-06 09:30:00,buy,long,8.43,0.10,1
12300001,pendding,601299.XSHG,2010-09-06 09:30:00,buy,long,5.12,0.10
