id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601318.XSHG,2012-10-25 09:30:00,sell,long,41.26,0.00,1
12300001,pendding,600028.XSHG,2012-10-25 09:30:00,sell,long,6.26,0.00
12300001,pendding,601299.XSHG,2012-10-25 09:30:00,sell,long,3.80,0.00
