id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601299.XSHG,2010-04-15 09:30:00,sell,long,5.61,0.00,1
12300001,pendding,601888.XSHG,2010-04-15 09:30:00,sell,long,18.94,0.00
