id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,600000.XSHG,2019-05-09 09:30:00,sell,long,11.31,0.00,1
12300001,pendding,600276.XSHG,2019-05-09 09:30:00,sell,long,63.37,0.00
12300001,pendding,603288.XSHG,2019-05-09 09:30:00,sell,long,89.40,0.00
