id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,600028.XSHG,2016-04-18 09:30:00,sell,long,4.94,0.00,1
12300001,pendding,600019.XSHG,2016-04-18 09:30:00,sell,long,5.80,0.00
