id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,600900.XSHG,2011-07-07 09:30:00,buy,long,7.25,0.10,1
12300001,pendding,000651.XSHE,2011-07-07 09:30:00,sell,long,23.12,0.00
12300001,pendding,600276.XSHG,2011-07-07 09:30:00,buy,long,31.29,0.10
