id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,000858.XSHE,2017-06-29 09:30:00,sell,long,55.53,0.00,1
12300001,pendding,000333.XSHE,2017-06-29 09:30:00,sell,long,42.97,0.00
