id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601318.XSHG,2010-09-15 09:30:00,buy,long,49.71,0.10,1
12300001,pendding,600519.XSHG,2010-09-15 09:30:00,sell,long,164.87,0.00
12300001,pendding,002415.XSHE,2010-09-15 09:30:00,buy,long,72.97,0.10
