id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601398.XSHG,2010-04-13 09:30:00,sell,long,4.96,0.00,1
12300001,pendding,601601.XSHG,2010-04-13 09:30:00,buy,long,27.27,0.10
12300001,pendding,600276.XSHG,2010-04-13 09:30:00,buy,long,42.62,0.10
