id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601988.XSHG,2011-03-29 09:30:00,buy,long,3.34,0.10,1
12300001,pendding,601328.XSHG,2011-03-29 09:30:00,buy,long,5.70,0.10
