id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601398.XSHG,2017-08-16 09:30:00,buy,long,5.62,0.10,1
12300001,pendding,601939.XSHG,2017-08-16 09:30:00,buy,long,6.79,0.10
