id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601988.XSHG,2013-08-21 09:30:00,sell,long,2.66,0.00,1
12300001,pendding,600036.XSHG,2013-08-21 09:30:00,sell,long,10.98,0.00,1
12300001,pendding,600028.XSHG,2013-08-21 09:30:00,sell,long,4.43,0.00,1
12300001,pendding,000858.XSHE,2013-08-21 09:30:00,sell,long,19.71,0.00,1
12300001,pendding,601166.XSHG,2013-08-21 09:30:00,buy,long,10.66,0.10,1
12300001,pendding,600000.XSHG,2013-08-21 09:30:00,buy,long,8.48,0.10,1
12300001,pendding,000651.XSHE,2013-08-21 09:30:00,buy,long,27.51,0.10,1
12300001,pendding,601601.XSHG,2013-08-21 09:30:00,buy,long,16.71,0.10,1
12300001,pendding,600016.XSHG,2013-08-21 09:30:00,buy,long,9.31,0.10,1
12300001,pendding,002415.XSHE,2013-08-21 09:30:00,buy,long,22.30,0.10,1
12300001,pendding,601766.XSHG,2013-08-21 09:30:00,buy,long,4.23,0.10,1
12300001,pendding,600018.XSHG,2013-08-21 09:30:00,buy,long,2.60,0.10,1
