id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601318.XSHG,2017-09-04 09:30:00,sell,long,55.41,0.00,1
12300001,pendding,600519.XSHG,2017-09-04 09:30:00,buy,long,493.80,0.10,1
12300001,pendding,601988.XSHG,2017-09-04 09:30:00,sell,long,4.21,0.00,1
12300001,pendding,000858.XSHE,2017-09-04 09:30:00,sell,long,54.86,0.00,1
12300001,pendding,601998.XSHG,2017-09-04 09:30:00,sell,long,6.49,0.00,1
12300001,pendding,600276.XSHG,2017-09-04 09:30:00,buy,long,57.05,0.10,1
12300001,pendding,600016.XSHG,2017-09-04 09:30:00,buy,long,8.38,0.10,1
12300001,pendding,600030.XSHG,2017-09-04 09:30:00,buy,long,18.24,0.10,1
12300001,pendding,002415.XSHE,2017-09-04 09:30:00,buy,long,33.66,0.10,1
12300001,pendding,601766.XSHG,2017-09-04 09:30:00,buy,long,9.89,0.10,1
12300001,pendding,300498.XSHE,2017-09-04 09:30:00,buy,long,22.76,0.10,1
