id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601398.XSHG,2010-03-11 09:30:00,buy,long,4.89,0.10,1
12300001,pendding,600028.XSHG,2010-03-11 09:30:00,buy,long,11.38,0.10
