id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601601.XSHG,2017-07-21 09:30:00,sell,long,35.06,0.00,1
12300001,pendding,000001.XSHE,2017-07-21 09:30:00,sell,long,10.85,0.00
