id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601318.XSHG,2014-04-15 09:30:00,sell,long,40.44,0.00,1
12300001,pendding,600036.XSHG,2014-04-15 09:30:00,sell,long,10.19,0.00
12300001,pendding,601628.XSHG,2014-04-15 09:30:00,sell,long,14.40,0.00
