id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601939.XSHG,2015-11-24 09:30:00,buy,long,5.71,0.10,1
12300001,pendding,601857.XSHG,2015-11-24 09:30:00,sell,long,8.91,0.00
12300001,pendding,601328.XSHG,2015-11-24 09:30:00,sell,long,6.58,0.00
12300001,pendding,600000.XSHG,2015-11-24 09:30:00,buy,long,19.05,0.10
12300001,pendding,603288.XSHG,2015-11-24 09:30:00,buy,long,34.56,0.10
12300001,pendding,601766.XSHG,2015-11-24 09:30:00,buy,long,14.76,0.10
12300001,pendding,300498.XSHE,2015-11-24 09:30:00,buy,long,54.25,0.10
12300001,pendding,601818.XSHG,2015-11-24 09:30:00,sell,long,4.42,0.00
12300001,pendding,600050.XSHG,2015-11-24 09:30:00,sell,long,6.67,0.00
12300001,pendding,601800.XSHG,2015-11-24 09:30:00,buy,long,16.16,0.10
12300001,pendding,601336.XSHG,2015-11-24 09:30:00,buy,long,47.98,0.10
