id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,600519.XSHG,2017-04-24 09:30:00,sell,long,399.54,0.00,1
12300001,pendding,601668.XSHG,2017-04-24 09:30:00,sell,long,10.00,0.00
12300001,pendding,002304.XSHE,2017-04-24 09:30:00,sell,long,85.51,0.00
