id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,600036.XSHG,2017-10-13 09:30:00,buy,long,26.29,0.10,1
12300001,pendding,601628.XSHG,2017-10-13 09:30:00,buy,long,28.02,0.10
